ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,_CA_FARE,BUSINESS_FARE,_CP_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
9210,2024,GRK,TYO,KILLEEN,TX,USA,TOKYO,,JAPAN,AA,C,69,1099,599,0,0,KILLEEN,TOKYO,KILLEENTX-GRK,TOKYO-TYO,10/1/23,9/30/24
9211,2024,GRK,TYS,KILLEEN,TX,USA,KNOXVILLE,TN,USA,AA,C,48,523,290,0,0,KILLEEN,KNOXVILLE,KILLEENTX-GRK,KNOXVILLETN-TYS,10/1/23,9/30/24
9212,2024,GRK,VCE,KILLEEN,TX,USA,VENICE,,ITALY,AA,C,42,1350,0,6000,0,KILLEEN,VENICE,KILLEENTX-GRK,VENICE-VCE,10/1/23,9/30/24
9214,2024,GRK,VPS,KILLEEN,TX,USA,DESTIN FORT WALTON BEACH,FL,USA,AA,C,252,469,143,0,0,KILLEEN,DESTIN FORT WALTON BEACH,KILLEENTX-GRK,DESTIN FORT WALTON BEACHFL-VPS,10/1/23,9/30/24
9218,2024,GRK,YUM,KILLEEN,TX,USA,YUMA,AZ,USA,AA,C,38,572,247,0,0,KILLEEN,YUMA,KILLEENTX-GRK,YUMAAZ-YUM,10/1/23,9/30/24
15999,2024,GRK,GUA,KILLEEN,TX,USA,GUATEMALA CITY,,GUATEMALA,AA,C,27,456,295,0,0,KILLEEN,GUATEMALA CITY,KILLEENTX-GRK,GUATEMALA CITY-GUA,10/1/23,9/30/24
16003,2024,GRK,MHT,KILLEEN,TX,USA,MANCHESTER,NH,USA,AA,C,53,799,205,0,0,KILLEEN,MANCHESTER,KILLEENTX-GRK,MANCHESTERNH-MHT,10/1/23,9/30/24
16004,2024,GRK,MUC,KILLEEN,TX,USA,MUNICH,,GERMANY,AA,C,46,1675,0,7516,0,KILLEEN,MUNICH,KILLEENTX-GRK,MUNICH-MUC,10/1/23,9/30/24
16007,2024,GRK,PWM,KILLEEN,TX,USA,PORTLAND,ME,USA,AA,C,32,172,90,0,0,KILLEEN,PORTLAND,KILLEENTX-GRK,PORTLANDME-PWM,10/1/23,9/30/24
16008,2024,GRK,ROA,KILLEEN,TX,USA,ROANOKE,VA,USA,AA,C,22,658,346,0,0,KILLEEN,ROANOKE,KILLEENTX-GRK,ROANOKEVA-ROA,10/1/23,9/30/24
16010,2024,GRK,SCE,KILLEEN,TX,USA,STATE COLLEGE,PA,USA,AA,C,11,371,195,0,0,KILLEEN,STATE COLLEGE,KILLEENTX-GRK,STATE COLLEGEPA-SCE,10/1/23,9/30/24
16011,2024,GRK,SPI,KILLEEN,TX,USA,SPRINGFIELD,IL,USA,AA,C,52,491,265,0,0,KILLEEN,SPRINGFIELD,KILLEENTX-GRK,SPRINGFIELDIL-SPI,10/1/23,9/30/24
840,2024,GRR,IAH,GRAND RAPIDS,MI,USA,HOUSTON,TX,USA,UA,N,71,182,0,0,0,GRAND RAPIDS,HOUSTON,GRAND RAPIDSMI-GRR,HOUSTONTX-IAH,10/1/23,9/30/24
841,2024,GRR,LGA,GRAND RAPIDS,MI,USA,NEW YORK,NY,USA,AA,N,135,259,161,0,0,GRAND RAPIDS,NEW YORK,GRAND RAPIDSMI-GRR,NEW YORKNY-LGA,10/1/23,9/30/24
842,2024,GRR,MSP,GRAND RAPIDS,MI,USA,MINNEAPOLIS,MN,USA,DL,N,282,465,233,0,0,GRAND RAPIDS,MINNEAPOLIS,GRAND RAPIDSMI-GRR,MINNEAPOLISMN-MSP,10/1/23,9/30/24
843,2024,GRR,PHL,GRAND RAPIDS,MI,USA,PHILADELPHIA,PA,USA,AA,N,302,405,277,0,0,GRAND RAPIDS,PHILADELPHIA,GRAND RAPIDSMI-GRR,PHILADELPHIAPA-PHL,10/1/23,9/30/24
9220,2024,GRR,HSV,GRAND RAPIDS,MI,USA,HUNTSVILLE,AL,USA,AA,C,65,294,67,0,0,GRAND RAPIDS,HUNTSVILLE,GRAND RAPIDSMI-GRR,HUNTSVILLEAL-HSV,10/1/23,9/30/24
9221,2024,GRR,IAD,GRAND RAPIDS,MI,USA,WASHINGTON,DC,USA,WN,C,184,222,85,0,0,GRAND RAPIDS,WASHINGTON,GRAND RAPIDSMI-GRR,WASHINGTONDC-IAD,10/1/23,9/30/24
9222,2024,GRR,JAX,GRAND RAPIDS,MI,USA,JACKSONVILLE,FL,USA,AA,C,155,298,91,0,0,GRAND RAPIDS,JACKSONVILLE,GRAND RAPIDSMI-GRR,JACKSONVILLEFL-JAX,10/1/23,9/30/24
9223,2024,GRR,LAS,GRAND RAPIDS,MI,USA,LAS VEGAS,NV,USA,AA,C,78,346,116,0,0,GRAND RAPIDS,LAS VEGAS,GRAND RAPIDSMI-GRR,LAS VEGASNV-LAS,10/1/23,9/30/24
9224,2024,GRR,LAX,GRAND RAPIDS,MI,USA,LOS ANGELES,CA,USA,AA,C,141,370,94,0,0,GRAND RAPIDS,LOS ANGELES,GRAND RAPIDSMI-GRR,LOS ANGELESCA-LAX,10/1/23,9/30/24
9225,2024,GRR,LIT,GRAND RAPIDS,MI,USA,LITTLE ROCK,AR,USA,AA,C,117,302,70,0,0,GRAND RAPIDS,LITTLE ROCK,GRAND RAPIDSMI-GRR,LITTLE ROCKAR-LIT,10/1/23,9/30/24
9226,2024,GRR,LSE,GRAND RAPIDS,MI,USA,LA CROSSE,WI,USA,AA,C,62,628,248,0,0,GRAND RAPIDS,LA CROSSE,GRAND RAPIDSMI-GRR,LA CROSSEWI-LSE,10/1/23,9/30/24
9227,2024,GRR,MCI,GRAND RAPIDS,MI,USA,KANSAS CITY,MO,USA,AA,C,164,220,58,0,0,GRAND RAPIDS,KANSAS CITY,GRAND RAPIDSMI-GRR,KANSAS CITYMO-MCI,10/1/23,9/30/24
9228,2024,GRR,MCO,GRAND RAPIDS,MI,USA,ORLANDO,FL,USA,WN,C,218,229,61,0,0,GRAND RAPIDS,ORLANDO,GRAND RAPIDSMI-GRR,ORLANDOFL-MCO,10/1/23,9/30/24
9229,2024,GRR,MDT,GRAND RAPIDS,MI,USA,HARRISBURG,PA,USA,UA,C,193,227,0,0,0,GRAND RAPIDS,HARRISBURG,GRAND RAPIDSMI-GRR,HARRISBURGPA-MDT,10/1/23,9/30/24
9230,2024,GRR,MEM,GRAND RAPIDS,MI,USA,MEMPHIS,TN,USA,AA,C,29,245,68,0,0,GRAND RAPIDS,MEMPHIS,GRAND RAPIDSMI-GRR,MEMPHISTN-MEM,10/1/23,9/30/24
9231,2024,GRR,MIA,GRAND RAPIDS,MI,USA,MIAMI,FL,USA,WN,C,43,252,82,0,0,GRAND RAPIDS,MIAMI,GRAND RAPIDSMI-GRR,MIAMIFL-MIA,10/1/23,9/30/24
9232,2024,GRR,MQT,GRAND RAPIDS,MI,USA,MARQUETTE,MI,USA,AA,C,15,357,115,0,0,GRAND RAPIDS,MARQUETTE,GRAND RAPIDSMI-GRR,MARQUETTEMI-MQT,10/1/23,9/30/24
9233,2024,GRR,MSN,GRAND RAPIDS,MI,USA,MADISON,WI,USA,AA,C,25,176,59,0,0,GRAND RAPIDS,MADISON,GRAND RAPIDSMI-GRR,MADISONWI-MSN,10/1/23,9/30/24
9234,2024,GRR,MSY,GRAND RAPIDS,MI,USA,NEW ORLEANS,LA,USA,WN,C,70,296,58,0,0,GRAND RAPIDS,NEW ORLEANS,GRAND RAPIDSMI-GRR,NEW ORLEANSLA-MSY,10/1/23,9/30/24
9235,2024,GRR,OAJ,GRAND RAPIDS,MI,USA,JACKSONVILLE,NC,USA,AA,C,52,456,254,0,0,GRAND RAPIDS,JACKSONVILLE,GRAND RAPIDSMI-GRR,JACKSONVILLENC-OAJ,10/1/23,9/30/24
9236,2024,GRR,OKC,GRAND RAPIDS,MI,USA,OKLAHOMA CITY,OK,USA,AA,C,374,253,76,0,0,GRAND RAPIDS,OKLAHOMA CITY,GRAND RAPIDSMI-GRR,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
9237,2024,GRR,OMA,GRAND RAPIDS,MI,USA,OMAHA,NE,USA,WN,C,57,197,85,0,0,GRAND RAPIDS,OMAHA,GRAND RAPIDSMI-GRR,OMAHANE-OMA,10/1/23,9/30/24
9238,2024,GRR,ORD,GRAND RAPIDS,MI,USA,CHICAGO,IL,USA,AA,N,560,99,41,0,0,GRAND RAPIDS,CHICAGO,GRAND RAPIDSMI-GRR,CHICAGOIL-ORD,10/1/23,9/30/24
9239,2024,GRR,ORF,GRAND RAPIDS,MI,USA,NORFOLK,VA,USA,AA,C,161,216,59,0,0,GRAND RAPIDS,NORFOLK,GRAND RAPIDSMI-GRR,NORFOLKVA-ORF,10/1/23,9/30/24
9240,2024,GRR,PDX,GRAND RAPIDS,MI,USA,PORTLAND,OR,USA,DL,C,74,351,176,0,0,GRAND RAPIDS,PORTLAND,GRAND RAPIDSMI-GRR,PORTLANDOR-PDX,10/1/23,9/30/24
9241,2024,GRR,PHF,GRAND RAPIDS,MI,USA,NEWPORT NEWS,VA,USA,AA,C,45,625,234,0,0,GRAND RAPIDS,NEWPORT NEWS,GRAND RAPIDSMI-GRR,NEWPORT NEWSVA-PHF,10/1/23,9/30/24
9242,2024,GRR,PHX,GRAND RAPIDS,MI,USA,PHOENIX,AZ,USA,WN,C,85,312,81,0,0,GRAND RAPIDS,PHOENIX,GRAND RAPIDSMI-GRR,PHOENIXAZ-PHX,10/1/23,9/30/24
9243,2024,GRR,PIT,GRAND RAPIDS,MI,USA,PITTSBURGH,PA,USA,WN,C,33,149,81,0,0,GRAND RAPIDS,PITTSBURGH,GRAND RAPIDSMI-GRR,PITTSBURGHPA-PIT,10/1/23,9/30/24
9244,2024,GRR,PNS,GRAND RAPIDS,MI,USA,PENSACOLA,FL,USA,DL,C,53,233,117,0,0,GRAND RAPIDS,PENSACOLA,GRAND RAPIDSMI-GRR,PENSACOLAFL-PNS,10/1/23,9/30/24
9245,2024,GRR,PVD,GRAND RAPIDS,MI,USA,PROVIDENCE,RI,USA,WN,C,58,221,89,0,0,GRAND RAPIDS,PROVIDENCE,GRAND RAPIDSMI-GRR,PROVIDENCERI-PVD,10/1/23,9/30/24
9246,2024,GRR,RDU,GRAND RAPIDS,MI,USA,DURHAM,NC,USA,WN,C,27,197,86,0,0,GRAND RAPIDS,DURHAM,GRAND RAPIDSMI-GRR,DURHAMNC-RDU,10/1/23,9/30/24
9247,2024,GRR,RIC,GRAND RAPIDS,MI,USA,RICHMOND,VA,USA,WN,C,137,197,86,0,0,GRAND RAPIDS,RICHMOND,GRAND RAPIDSMI-GRR,RICHMONDVA-RIC,10/1/23,9/30/24
9248,2024,GRR,RNO,GRAND RAPIDS,MI,USA,RENO,NV,USA,UA,C,87,319,0,0,0,GRAND RAPIDS,RENO,GRAND RAPIDSMI-GRR,RENONV-RNO,10/1/23,9/30/24
9249,2024,GRR,RSW,GRAND RAPIDS,MI,USA,FORT MYERS,FL,USA,WN,C,10,289,66,0,0,GRAND RAPIDS,FORT MYERS,GRAND RAPIDSMI-GRR,FORT MYERSFL-RSW,10/1/23,9/30/24
9250,2024,GRR,SAN,GRAND RAPIDS,MI,USA,SAN DIEGO,CA,USA,WN,C,117,364,110,0,0,GRAND RAPIDS,SAN DIEGO,GRAND RAPIDSMI-GRR,SAN DIEGOCA-SAN,10/1/23,9/30/24
9251,2024,GRR,SAT,GRAND RAPIDS,MI,USA,SAN ANTONIO,TX,USA,AA,C,702,235,105,0,0,GRAND RAPIDS,SAN ANTONIO,GRAND RAPIDSMI-GRR,SAN ANTONIOTX-SAT,10/1/23,9/30/24
9252,2024,GRR,SAV,GRAND RAPIDS,MI,USA,SAVANNAH,GA,USA,WN,C,391,218,90,0,0,GRAND RAPIDS,SAVANNAH,GRAND RAPIDSMI-GRR,SAVANNAHGA-SAV,10/1/23,9/30/24
9253,2024,GRR,SDF,GRAND RAPIDS,MI,USA,LOUISVILLE,KY,USA,WN,C,122,149,81,0,0,GRAND RAPIDS,LOUISVILLE,GRAND RAPIDSMI-GRR,LOUISVILLEKY-SDF,10/1/23,9/30/24
9254,2024,GRR,SEA,GRAND RAPIDS,MI,USA,SEATTLE,WA,USA,AA,C,135,364,94,0,0,GRAND RAPIDS,SEATTLE,GRAND RAPIDSMI-GRR,SEATTLEWA-SEA,10/1/23,9/30/24
9255,2024,GRR,SFO,GRAND RAPIDS,MI,USA,SAN FRANCISCO,CA,USA,AA,C,98,367,116,0,0,GRAND RAPIDS,SAN FRANCISCO,GRAND RAPIDSMI-GRR,SAN FRANCISCOCA-SFO,10/1/23,9/30/24
9256,2024,GRR,SJC,GRAND RAPIDS,MI,USA,SAN JOSE,CA,USA,AA,C,26,399,156,0,0,GRAND RAPIDS,SAN JOSE,GRAND RAPIDSMI-GRR,SAN JOSECA-SJC,10/1/23,9/30/24
9257,2024,GRR,SLC,GRAND RAPIDS,MI,USA,SALT LAKE CITY,UT,USA,AA,C,86,314,112,0,0,GRAND RAPIDS,SALT LAKE CITY,GRAND RAPIDSMI-GRR,SALT LAKE CITYUT-SLC,10/1/23,9/30/24
9258,2024,GRR,SMF,GRAND RAPIDS,MI,USA,SACRAMENTO,CA,USA,WN,C,75,408,111,0,0,GRAND RAPIDS,SACRAMENTO,GRAND RAPIDSMI-GRR,SACRAMENTOCA-SMF,10/1/23,9/30/24
9259,2024,GRR,STL,GRAND RAPIDS,MI,USA,ST LOUIS,MO,USA,WN,C,168,175,68,0,0,GRAND RAPIDS,ST LOUIS,GRAND RAPIDSMI-GRR,ST LOUISMO-STL,10/1/23,9/30/24
9261,2024,GRR,TPA,GRAND RAPIDS,MI,USA,TAMPA,FL,USA,WN,C,59,224,79,0,0,GRAND RAPIDS,TAMPA,GRAND RAPIDSMI-GRR,TAMPAFL-TPA,10/1/23,9/30/24
9262,2024,GRR,TUS,GRAND RAPIDS,MI,USA,TUCSON,AZ,USA,AA,C,192,440,109,0,0,GRAND RAPIDS,TUCSON,GRAND RAPIDSMI-GRR,TUCSONAZ-TUS,10/1/23,9/30/24
9263,2024,GRR,TYO,GRAND RAPIDS,MI,USA,TOKYO,,JAPAN,UA,C,47,474,0,7000,0,GRAND RAPIDS,TOKYO,GRAND RAPIDSMI-GRR,TOKYO-TYO,10/1/23,9/30/24
16013,2024,GRR,MDW,GRAND RAPIDS,MI,USA,CHICAGO,IL,USA,WN,C,116,197,137,0,0,GRAND RAPIDS,CHICAGO,GRAND RAPIDSMI-GRR,CHICAGOIL-MDW,10/1/23,9/30/24
16014,2024,GRR,RIX,GRAND RAPIDS,MI,USA,RIGA,,LATVIA,UA,C,4,681,0,3000,0,GRAND RAPIDS,RIGA,GRAND RAPIDSMI-GRR,RIGA-RIX,10/1/23,9/30/24
844,2024,GSO,MIA,GREENSBORO/HIGH POINT,NC,USA,MIAMI,FL,USA,AA,N,74,342,99,0,0,GREENSBORO/HIGH POINT,MIAMI,GREENSBORO/HIGH POINTNC-GSO,MIAMIFL-MIA,10/1/23,9/30/24
845,2024,GSO,PHL,GREENSBORO/HIGH POINT,NC,USA,PHILADELPHIA,PA,USA,AA,N,234,298,0,0,0,GREENSBORO/HIGH POINT,PHILADELPHIA,GREENSBORO/HIGH POINTNC-GSO,PHILADELPHIAPA-PHL,10/1/23,9/30/24
9264,2024,GSO,HNL,GREENSBORO/HIGH POINT,NC,USA,HONOLULU,HI,USA,DL,C,133,689,345,0,0,GREENSBORO/HIGH POINT,HONOLULU,GREENSBORO/HIGH POINTNC-GSO,HONOLULUHI-HNL,10/1/23,9/30/24
9265,2024,GSO,IAD,GREENSBORO/HIGH POINT,NC,USA,WASHINGTON,DC,USA,AA,C,79,565,345,0,0,GREENSBORO/HIGH POINT,WASHINGTON,GREENSBORO/HIGH POINTNC-GSO,WASHINGTONDC-IAD,10/1/23,9/30/24
9266,2024,GSO,IAH,GREENSBORO/HIGH POINT,NC,USA,HOUSTON,TX,USA,DL,C,29,246,123,0,0,GREENSBORO/HIGH POINT,HOUSTON,GREENSBORO/HIGH POINTNC-GSO,HOUSTONTX-IAH,10/1/23,9/30/24
9267,2024,GSO,IND,GREENSBORO/HIGH POINT,NC,USA,INDIANAPOLIS,IN,USA,AA,C,101,206,67,0,0,GREENSBORO/HIGH POINT,INDIANAPOLIS,GREENSBORO/HIGH POINTNC-GSO,INDIANAPOLISIN-IND,10/1/23,9/30/24
9268,2024,GSO,JAN,GREENSBORO/HIGH POINT,NC,USA,JACKSON,MS,USA,DL,C,8,290,145,0,0,GREENSBORO/HIGH POINT,JACKSON,GREENSBORO/HIGH POINTNC-GSO,JACKSONMS-JAN,10/1/23,9/30/24
9269,2024,GSO,JAX,GREENSBORO/HIGH POINT,NC,USA,JACKSONVILLE,FL,USA,DL,C,109,193,97,0,0,GREENSBORO/HIGH POINT,JACKSONVILLE,GREENSBORO/HIGH POINTNC-GSO,JACKSONVILLEFL-JAX,10/1/23,9/30/24
9270,2024,GSO,LAS,GREENSBORO/HIGH POINT,NC,USA,LAS VEGAS,NV,USA,AA,C,47,389,127,0,0,GREENSBORO/HIGH POINT,LAS VEGAS,GREENSBORO/HIGH POINTNC-GSO,LAS VEGASNV-LAS,10/1/23,9/30/24
9271,2024,GSO,LAX,GREENSBORO/HIGH POINT,NC,USA,LOS ANGELES,CA,USA,AA,C,114,432,121,0,0,GREENSBORO/HIGH POINT,LOS ANGELES,GREENSBORO/HIGH POINTNC-GSO,LOS ANGELESCA-LAX,10/1/23,9/30/24
9272,2024,GSO,LGA,GREENSBORO/HIGH POINT,NC,USA,NEW YORK,NY,USA,DL,N,249,129,65,0,0,GREENSBORO/HIGH POINT,NEW YORK,GREENSBORO/HIGH POINTNC-GSO,NEW YORKNY-LGA,10/1/23,9/30/24
9273,2024,GSO,LIT,GREENSBORO/HIGH POINT,NC,USA,LITTLE ROCK,AR,USA,AA,C,61,218,86,0,0,GREENSBORO/HIGH POINT,LITTLE ROCK,GREENSBORO/HIGH POINTNC-GSO,LITTLE ROCKAR-LIT,10/1/23,9/30/24
9274,2024,GSO,MCI,GREENSBORO/HIGH POINT,NC,USA,KANSAS CITY,MO,USA,AA,C,105,279,65,0,0,GREENSBORO/HIGH POINT,KANSAS CITY,GREENSBORO/HIGH POINTNC-GSO,KANSAS CITYMO-MCI,10/1/23,9/30/24
9275,2024,GSO,MCO,GREENSBORO/HIGH POINT,NC,USA,ORLANDO,FL,USA,AA,C,78,257,65,0,0,GREENSBORO/HIGH POINT,ORLANDO,GREENSBORO/HIGH POINTNC-GSO,ORLANDOFL-MCO,10/1/23,9/30/24
9276,2024,GSO,MEM,GREENSBORO/HIGH POINT,NC,USA,MEMPHIS,TN,USA,AA,C,93,261,59,0,0,GREENSBORO/HIGH POINT,MEMPHIS,GREENSBORO/HIGH POINTNC-GSO,MEMPHISTN-MEM,10/1/23,9/30/24
9277,2024,GSO,MSN,GREENSBORO/HIGH POINT,NC,USA,MADISON,WI,USA,AA,C,13,232,77,0,0,GREENSBORO/HIGH POINT,MADISON,GREENSBORO/HIGH POINTNC-GSO,MADISONWI-MSN,10/1/23,9/30/24
9278,2024,GSO,MSP,GREENSBORO/HIGH POINT,NC,USA,MINNEAPOLIS,MN,USA,AA,C,55,281,77,0,0,GREENSBORO/HIGH POINT,MINNEAPOLIS,GREENSBORO/HIGH POINTNC-GSO,MINNEAPOLISMN-MSP,10/1/23,9/30/24
9279,2024,GSO,MSY,GREENSBORO/HIGH POINT,NC,USA,NEW ORLEANS,LA,USA,AA,C,93,322,91,0,0,GREENSBORO/HIGH POINT,NEW ORLEANS,GREENSBORO/HIGH POINTNC-GSO,NEW ORLEANSLA-MSY,10/1/23,9/30/24
9280,2024,GSO,OKA,GREENSBORO/HIGH POINT,NC,USA,OKINAWA,,JAPAN,AA,C,31,1059,569,0,0,GREENSBORO/HIGH POINT,OKINAWA,GREENSBORO/HIGH POINTNC-GSO,OKINAWA-OKA,10/1/23,9/30/24
9281,2024,GSO,OKC,GREENSBORO/HIGH POINT,NC,USA,OKLAHOMA CITY,OK,USA,AA,C,332,258,92,0,0,GREENSBORO/HIGH POINT,OKLAHOMA CITY,GREENSBORO/HIGH POINTNC-GSO,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
9282,2024,GSO,ONT,GREENSBORO/HIGH POINT,NC,USA,ONTARIO,CA,USA,AA,C,31,431,130,0,0,GREENSBORO/HIGH POINT,ONTARIO,GREENSBORO/HIGH POINTNC-GSO,ONTARIOCA-ONT,10/1/23,9/30/24
9283,2024,GSO,ORD,GREENSBORO/HIGH POINT,NC,USA,CHICAGO,IL,USA,UA,N,159,152,0,0,0,GREENSBORO/HIGH POINT,CHICAGO,GREENSBORO/HIGH POINTNC-GSO,CHICAGOIL-ORD,10/1/23,9/30/24
9284,2024,GSO,ORF,GREENSBORO/HIGH POINT,NC,USA,NORFOLK,VA,USA,AA,C,78,394,244,0,0,GREENSBORO/HIGH POINT,NORFOLK,GREENSBORO/HIGH POINTNC-GSO,NORFOLKVA-ORF,10/1/23,9/30/24
9285,2024,GSO,PDX,GREENSBORO/HIGH POINT,NC,USA,PORTLAND,OR,USA,AA,C,27,440,133,0,0,GREENSBORO/HIGH POINT,PORTLAND,GREENSBORO/HIGH POINTNC-GSO,PORTLANDOR-PDX,10/1/23,9/30/24
9286,2024,GSO,PHX,GREENSBORO/HIGH POINT,NC,USA,PHOENIX,AZ,USA,AA,C,45,432,119,0,0,GREENSBORO/HIGH POINT,PHOENIX,GREENSBORO/HIGH POINTNC-GSO,PHOENIXAZ-PHX,10/1/23,9/30/24
9287,2024,GSO,PIT,GREENSBORO/HIGH POINT,NC,USA,PITTSBURGH,PA,USA,AA,C,75,434,242,0,0,GREENSBORO/HIGH POINT,PITTSBURGH,GREENSBORO/HIGH POINTNC-GSO,PITTSBURGHPA-PIT,10/1/23,9/30/24
9288,2024,GSO,PVD,GREENSBORO/HIGH POINT,NC,USA,PROVIDENCE,RI,USA,AA,C,85,216,74,0,0,GREENSBORO/HIGH POINT,PROVIDENCE,GREENSBORO/HIGH POINTNC-GSO,PROVIDENCERI-PVD,10/1/23,9/30/24
9289,2024,GSO,SAN,GREENSBORO/HIGH POINT,NC,USA,SAN DIEGO,CA,USA,AA,C,143,393,173,0,0,GREENSBORO/HIGH POINT,SAN DIEGO,GREENSBORO/HIGH POINTNC-GSO,SAN DIEGOCA-SAN,10/1/23,9/30/24
9290,2024,GSO,SAT,GREENSBORO/HIGH POINT,NC,USA,SAN ANTONIO,TX,USA,AA,C,192,389,129,0,0,GREENSBORO/HIGH POINT,SAN ANTONIO,GREENSBORO/HIGH POINTNC-GSO,SAN ANTONIOTX-SAT,10/1/23,9/30/24
9291,2024,GSO,SAV,GREENSBORO/HIGH POINT,NC,USA,SAVANNAH,GA,USA,DL,C,41,157,79,0,0,GREENSBORO/HIGH POINT,SAVANNAH,GREENSBORO/HIGH POINTNC-GSO,SAVANNAHGA-SAV,10/1/23,9/30/24
9292,2024,GSO,SDF,GREENSBORO/HIGH POINT,NC,USA,LOUISVILLE,KY,USA,DL,C,238,183,92,0,0,GREENSBORO/HIGH POINT,LOUISVILLE,GREENSBORO/HIGH POINTNC-GSO,LOUISVILLEKY-SDF,10/1/23,9/30/24
9293,2024,GSO,SEA,GREENSBORO/HIGH POINT,NC,USA,SEATTLE,WA,USA,AA,C,120,422,113,0,0,GREENSBORO/HIGH POINT,SEATTLE,GREENSBORO/HIGH POINTNC-GSO,SEATTLEWA-SEA,10/1/23,9/30/24
9294,2024,GSO,SFO,GREENSBORO/HIGH POINT,NC,USA,SAN FRANCISCO,CA,USA,AA,C,50,409,154,0,0,GREENSBORO/HIGH POINT,SAN FRANCISCO,GREENSBORO/HIGH POINTNC-GSO,SAN FRANCISCOCA-SFO,10/1/23,9/30/24
9295,2024,GSO,SJU,GREENSBORO/HIGH POINT,NC,USA,SAN JUAN,PR,USA,AA,C,46,352,136,0,0,GREENSBORO/HIGH POINT,SAN JUAN,GREENSBORO/HIGH POINTNC-GSO,SAN JUANPR-SJU,10/1/23,9/30/24
9296,2024,GSO,SLC,GREENSBORO/HIGH POINT,NC,USA,SALT LAKE CITY,UT,USA,AA,C,36,370,123,0,0,GREENSBORO/HIGH POINT,SALT LAKE CITY,GREENSBORO/HIGH POINTNC-GSO,SALT LAKE CITYUT-SLC,10/1/23,9/30/24
9297,2024,GSO,SMF,GREENSBORO/HIGH POINT,NC,USA,SACRAMENTO,CA,USA,AA,C,76,432,138,0,0,GREENSBORO/HIGH POINT,SACRAMENTO,GREENSBORO/HIGH POINTNC-GSO,SACRAMENTOCA-SMF,10/1/23,9/30/24
9298,2024,GSO,STL,GREENSBORO/HIGH POINT,NC,USA,ST LOUIS,MO,USA,AA,C,209,244,63,0,0,GREENSBORO/HIGH POINT,ST LOUIS,GREENSBORO/HIGH POINTNC-GSO,ST LOUISMO-STL,10/1/23,9/30/24
9299,2024,GSO,TPA,GREENSBORO/HIGH POINT,NC,USA,TAMPA,FL,USA,AA,C,94,245,64,0,0,GREENSBORO/HIGH POINT,TAMPA,GREENSBORO/HIGH POINTNC-GSO,TAMPAFL-TPA,10/1/23,9/30/24
9300,2024,GSO,TUS,GREENSBORO/HIGH POINT,NC,USA,TUCSON,AZ,USA,AA,C,74,439,124,0,0,GREENSBORO/HIGH POINT,TUCSON,GREENSBORO/HIGH POINTNC-GSO,TUCSONAZ-TUS,10/1/23,9/30/24
9301,2024,GSO,TVC,GREENSBORO/HIGH POINT,NC,USA,TRAVERSE CITY,MI,USA,AA,C,6,291,89,0,0,GREENSBORO/HIGH POINT,TRAVERSE CITY,GREENSBORO/HIGH POINTNC-GSO,TRAVERSE CITYMI-TVC,10/1/23,9/30/24
9302,2024,GSO,TYO,GREENSBORO/HIGH POINT,NC,USA,TOKYO,,JAPAN,DL,C,39,700,410,0,0,GREENSBORO/HIGH POINT,TOKYO,GREENSBORO/HIGH POINTNC-GSO,TOKYO-TYO,10/1/23,9/30/24
9303,2024,GSO,VPS,GREENSBORO/HIGH POINT,NC,USA,DESTIN FORT WALTON BEACH,FL,USA,DL,C,73,200,100,0,0,GREENSBORO/HIGH POINT,DESTIN FORT WALTON BEACH,GREENSBORO/HIGH POINTNC-GSO,DESTIN FORT WALTON BEACHFL-VPS,10/1/23,9/30/24
16015,2024,GSO,LSE,GREENSBORO/HIGH POINT,NC,USA,LA CROSSE,WI,USA,AA,C,55,407,191,0,0,GREENSBORO/HIGH POINT,LA CROSSE,GREENSBORO/HIGH POINTNC-GSO,LA CROSSEWI-LSE,10/1/23,9/30/24
16016,2024,GSO,RIC,GREENSBORO/HIGH POINT,NC,USA,RICHMOND,VA,USA,AA,C,36,192,101,0,0,GREENSBORO/HIGH POINT,RICHMOND,GREENSBORO/HIGH POINTNC-GSO,RICHMONDVA-RIC,10/1/23,9/30/24
846,2024,GSP,IAH,GREENVILLE,SC,USA,HOUSTON,TX,USA,UA,N,57,173,0,0,0,GREENVILLE,HOUSTON,GREENVILLESC-GSP,HOUSTONTX-IAH,10/1/23,9/30/24
847,2024,GSP,MCO,GREENVILLE,SC,USA,ORLANDO,FL,USA,AA,C,86,322,127,0,0,GREENVILLE,ORLANDO,GREENVILLESC-GSP,ORLANDOFL-MCO,10/1/23,9/30/24
