ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,_CA_FARE,BUSINESS_FARE,_CP_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
427,2024,CLT,SYR,CHARLOTTE,NC,USA,SYRACUSE,NY,USA,AA,N,243,334,227,0,0,CHARLOTTE,SYRACUSE,CHARLOTTENC-CLT,SYRACUSENY-SYR,10/1/23,9/30/24
428,2024,CLT,TLH,CHARLOTTE,NC,USA,TALLAHASSEE,FL,USA,AA,N,78,368,312,0,0,CHARLOTTE,TALLAHASSEE,CHARLOTTENC-CLT,TALLAHASSEEFL-TLH,10/1/23,9/30/24
429,2024,CLT,TPA,CHARLOTTE,NC,USA,TAMPA,FL,USA,AA,N,490,438,360,0,0,CHARLOTTE,TAMPA,CHARLOTTENC-CLT,TAMPAFL-TPA,10/1/23,9/30/24
430,2024,CLT,TUL,CHARLOTTE,NC,USA,TULSA,OK,USA,AA,N,106,556,308,0,0,CHARLOTTE,TULSA,CHARLOTTENC-CLT,TULSAOK-TUL,10/1/23,9/30/24
431,2024,CLT,VPS,CHARLOTTE,NC,USA,DESTIN FORT WALTON BEACH,FL,USA,AA,N,342,524,266,0,0,CHARLOTTE,DESTIN FORT WALTON BEACH,CHARLOTTENC-CLT,DESTIN FORT WALTON BEACHFL-VPS,10/1/23,9/30/24
432,2024,CLT,XNA,CHARLOTTE,NC,USA,FAYETTEVILLE,AR,USA,AA,N,112,536,416,0,0,CHARLOTTE,FAYETTEVILLE,CHARLOTTENC-CLT,FAYETTEVILLEAR-XNA,10/1/23,9/30/24
5989,2024,CLT,CMH,CHARLOTTE,NC,USA,COLUMBUS,OH,USA,UA,C,132,238,0,0,0,CHARLOTTE,COLUMBUS,CHARLOTTENC-CLT,COLUMBUSOH-CMH,10/1/23,9/30/24
5990,2024,CLT,CMI,CHARLOTTE,NC,USA,CHAMPAIGN,IL,USA,AA,C,4,544,327,0,0,CHARLOTTE,CHAMPAIGN,CHARLOTTENC-CLT,CHAMPAIGNIL-CMI,10/1/23,9/30/24
5991,2024,CLT,COS,CHARLOTTE,NC,USA,COLORADO SPRINGS,CO,USA,AA,C,218,253,90,0,0,CHARLOTTE,COLORADO SPRINGS,CHARLOTTENC-CLT,COLORADO SPRINGSCO-COS,10/1/23,9/30/24
5992,2024,CLT,CRW,CHARLOTTE,NC,USA,CHARLESTON,WV,USA,AA,N,182,898,306,0,0,CHARLOTTE,CHARLESTON,CHARLOTTENC-CLT,CHARLESTONWV-CRW,10/1/23,9/30/24
5993,2024,CLT,DCA,CHARLOTTE,NC,USA,WASHINGTON,DC,USA,AA,N,2822,475,0,0,0,CHARLOTTE,WASHINGTON,CHARLOTTENC-CLT,WASHINGTONDC-DCA,10/1/23,9/30/24
5994,2024,CLT,DEN,CHARLOTTE,NC,USA,DENVER,CO,USA,AA,N,928,254,73,0,0,CHARLOTTE,DENVER,CHARLOTTENC-CLT,DENVERCO-DEN,10/1/23,9/30/24
5995,2024,CLT,DLH,CHARLOTTE,NC,USA,DULUTH,MN,USA,UA,C,8,243,0,0,0,CHARLOTTE,DULUTH,CHARLOTTENC-CLT,DULUTHMN-DLH,10/1/23,9/30/24
5996,2024,CLT,DTW,CHARLOTTE,NC,USA,DETROIT,MI,USA,AA,N,438,198,63,0,0,CHARLOTTE,DETROIT,CHARLOTTENC-CLT,DETROITMI-DTW,10/1/23,9/30/24
5997,2024,CLT,ELP,CHARLOTTE,NC,USA,EL PASO,TX,USA,AA,C,548,229,140,0,0,CHARLOTTE,EL PASO,CHARLOTTENC-CLT,EL PASOTX-ELP,10/1/23,9/30/24
5998,2024,CLT,EWN,CHARLOTTE,NC,USA,NEW BERN,NC,USA,AA,N,431,567,282,0,0,CHARLOTTE,NEW BERN,CHARLOTTENC-CLT,NEW BERNNC-EWN,10/1/23,9/30/24
5999,2024,CLT,EWR,CHARLOTTE,NC,USA,NEW YORK,NY,USA,AA,N,444,195,55,0,0,CHARLOTTE,NEW YORK,CHARLOTTENC-CLT,NEW YORKNY-EWR,10/1/23,9/30/24
6000,2024,CLT,FAI,CHARLOTTE,NC,USA,FAIRBANKS,AK,USA,DL,C,98,270,135,0,0,CHARLOTTE,FAIRBANKS,CHARLOTTENC-CLT,FAIRBANKSAK-FAI,10/1/23,9/30/24
6001,2024,CLT,FAR,CHARLOTTE,NC,USA,FARGO,ND,USA,AA,C,109,299,99,0,0,CHARLOTTE,FARGO,CHARLOTTENC-CLT,FARGOND-FAR,10/1/23,9/30/24
6002,2024,CLT,FAT,CHARLOTTE,NC,USA,FRESNO,CA,USA,AA,C,54,394,120,0,0,CHARLOTTE,FRESNO,CHARLOTTENC-CLT,FRESNOCA-FAT,10/1/23,9/30/24
6003,2024,CLT,FAY,CHARLOTTE,NC,USA,FAYETTEVILLE,NC,USA,AA,N,762,339,203,0,0,CHARLOTTE,FAYETTEVILLE,CHARLOTTENC-CLT,FAYETTEVILLENC-FAY,10/1/23,9/30/24
6004,2024,CLT,FLO,CHARLOTTE,NC,USA,FLORENCE,SC,USA,AA,N,40,248,0,0,0,CHARLOTTE,FLORENCE,CHARLOTTENC-CLT,FLORENCESC-FLO,10/1/23,9/30/24
6005,2024,CLT,FSD,CHARLOTTE,NC,USA,SIOUX FALLS,SD,USA,AA,C,46,276,94,0,0,CHARLOTTE,SIOUX FALLS,CHARLOTTENC-CLT,SIOUX FALLSSD-FSD,10/1/23,9/30/24
6006,2024,CLT,GEG,CHARLOTTE,NC,USA,SPOKANE,WA,USA,AA,C,114,436,131,0,0,CHARLOTTE,SPOKANE,CHARLOTTENC-CLT,SPOKANEWA-GEG,10/1/23,9/30/24
6007,2024,CLT,GFK,CHARLOTTE,NC,USA,GRAND FORKS,ND,USA,DL,C,35,599,300,0,0,CHARLOTTE,GRAND FORKS,CHARLOTTENC-CLT,GRAND FORKSND-GFK,10/1/23,9/30/24
6008,2024,CLT,GRB,CHARLOTTE,NC,USA,GREEN BAY,WI,USA,AA,C,23,248,72,0,0,CHARLOTTE,GREEN BAY,CHARLOTTENC-CLT,GREEN BAYWI-GRB,10/1/23,9/30/24
6009,2024,CLT,GRK,CHARLOTTE,NC,USA,KILLEEN,TX,USA,AA,C,151,544,271,0,0,CHARLOTTE,KILLEEN,CHARLOTTENC-CLT,KILLEENTX-GRK,10/1/23,9/30/24
6010,2024,CLT,GSO,CHARLOTTE,NC,USA,GREENSBORO/HIGH POINT,NC,USA,AA,N,41,383,213,0,0,CHARLOTTE,GREENSBORO/HIGH POINT,CHARLOTTENC-CLT,GREENSBORO/HIGH POINTNC-GSO,10/1/23,9/30/24
6011,2024,CLT,GSP,CHARLOTTE,NC,USA,GREENVILLE,SC,USA,AA,N,22,435,169,0,0,CHARLOTTE,GREENVILLE,CHARLOTTENC-CLT,GREENVILLESC-GSP,10/1/23,9/30/24
6013,2024,CLT,GUA,CHARLOTTE,NC,USA,GUATEMALA CITY,,GUATEMALA,AA,C,91,330,121,0,0,CHARLOTTE,GUATEMALA CITY,CHARLOTTENC-CLT,GUATEMALA CITY-GUA,10/1/23,9/30/24
6015,2024,CLT,HHH,CHARLOTTE,NC,USA,HILTON HEAD,SC,USA,AA,N,12,501,306,0,0,CHARLOTTE,HILTON HEAD,CHARLOTTENC-CLT,HILTON HEADSC-HHH,10/1/23,9/30/24
6016,2024,CLT,HNL,CHARLOTTE,NC,USA,HONOLULU,HI,USA,UA,C,1116,462,0,0,0,CHARLOTTE,HONOLULU,CHARLOTTENC-CLT,HONOLULUHI-HNL,10/1/23,9/30/24
6017,2024,CLT,HOU,CHARLOTTE,NC,USA,HOUSTON,TX,USA,WN,C,30,279,58,0,0,CHARLOTTE,HOUSTON,CHARLOTTENC-CLT,HOUSTONTX-HOU,10/1/23,9/30/24
6018,2024,CLT,HTS,CHARLOTTE,NC,USA,ASHLAND,KY,USA,AA,N,43,519,308,0,0,CHARLOTTE,ASHLAND,CHARLOTTENC-CLT,ASHLANDKY-HTS,10/1/23,9/30/24
6019,2024,CLT,IAD,CHARLOTTE,NC,USA,WASHINGTON,DC,USA,AA,N,1565,134,57,0,0,CHARLOTTE,WASHINGTON,CHARLOTTENC-CLT,WASHINGTONDC-IAD,10/1/23,9/30/24
6020,2024,CLT,IAH,CHARLOTTE,NC,USA,HOUSTON,TX,USA,AA,N,381,139,76,0,0,CHARLOTTE,HOUSTON,CHARLOTTENC-CLT,HOUSTONTX-IAH,10/1/23,9/30/24
6021,2024,CLT,ICT,CHARLOTTE,NC,USA,WICHITA,KS,USA,AA,C,58,302,67,0,0,CHARLOTTE,WICHITA,CHARLOTTENC-CLT,WICHITAKS-ICT,10/1/23,9/30/24
6022,2024,CLT,ILM,CHARLOTTE,NC,USA,WILMINGTON,NC,USA,AA,N,93,542,305,0,0,CHARLOTTE,WILMINGTON,CHARLOTTENC-CLT,WILMINGTONNC-ILM,10/1/23,9/30/24
6023,2024,CLT,ITH,CHARLOTTE,NC,USA,ITHACA,NY,USA,DL,C,14,440,220,0,0,CHARLOTTE,ITHACA,CHARLOTTENC-CLT,ITHACANY-ITH,10/1/23,9/30/24
6024,2024,CLT,JFK,CHARLOTTE,NC,USA,NEW YORK,NY,USA,DL,N,267,133,67,0,0,CHARLOTTE,NEW YORK,CHARLOTTENC-CLT,NEW YORKNY-JFK,10/1/23,9/30/24
6026,2024,CLT,KWI,CHARLOTTE,NC,USA,KUWAIT,,KUWAIT,UA,C,118,733,0,3500,0,CHARLOTTE,KUWAIT,CHARLOTTENC-CLT,KUWAIT-KWI,10/1/23,9/30/24
6027,2024,CLT,LAW,CHARLOTTE,NC,USA,LAWTON,OK,USA,AA,C,162,509,229,0,0,CHARLOTTE,LAWTON,CHARLOTTENC-CLT,LAWTONOK-LAW,10/1/23,9/30/24
6028,2024,CLT,LBB,CHARLOTTE,NC,USA,LUBBOCK,TX,USA,AA,C,35,372,113,0,0,CHARLOTTE,LUBBOCK,CHARLOTTENC-CLT,LUBBOCKTX-LBB,10/1/23,9/30/24
6029,2024,CLT,LEX,CHARLOTTE,NC,USA,LEXINGTON,KY,USA,AA,N,107,578,319,0,0,CHARLOTTE,LEXINGTON,CHARLOTTENC-CLT,LEXINGTONKY-LEX,10/1/23,9/30/24
6030,2024,CLT,LGA,CHARLOTTE,NC,USA,NEW YORK,NY,USA,DL,N,553,133,67,0,0,CHARLOTTE,NEW YORK,CHARLOTTENC-CLT,NEW YORKNY-LGA,10/1/23,9/30/24
6031,2024,CLT,LSE,CHARLOTTE,NC,USA,LA CROSSE,WI,USA,AA,C,191,542,241,0,0,CHARLOTTE,LA CROSSE,CHARLOTTENC-CLT,LA CROSSEWI-LSE,10/1/23,9/30/24
6032,2024,CLT,LYH,CHARLOTTE,NC,USA,LYNCHBURG,VA,USA,AA,N,38,173,106,0,0,CHARLOTTE,LYNCHBURG,CHARLOTTENC-CLT,LYNCHBURGVA-LYH,10/1/23,9/30/24
6033,2024,CLT,MFE,CHARLOTTE,NC,USA,MISSION,TX,USA,AA,C,34,305,119,0,0,CHARLOTTE,MISSION,CHARLOTTENC-CLT,MISSIONTX-MFE,10/1/23,9/30/24
6034,2024,CLT,MHK,CHARLOTTE,NC,USA,MANHATTAN,KS,USA,AA,C,83,535,201,0,0,CHARLOTTE,MANHATTAN,CHARLOTTENC-CLT,MANHATTANKS-MHK,10/1/23,9/30/24
6035,2024,CLT,MLI,CHARLOTTE,NC,USA,MOLINE,IL,USA,AA,C,56,236,75,0,0,CHARLOTTE,MOLINE,CHARLOTTENC-CLT,MOLINEIL-MLI,10/1/23,9/30/24
6036,2024,CLT,MRY,CHARLOTTE,NC,USA,CARMEL,CA,USA,AA,C,64,434,122,0,0,CHARLOTTE,CARMEL,CHARLOTTENC-CLT,CARMELCA-MRY,10/1/23,9/30/24
6037,2024,CLT,MSP,CHARLOTTE,NC,USA,MINNEAPOLIS,MN,USA,AA,N,507,243,95,0,0,CHARLOTTE,MINNEAPOLIS,CHARLOTTENC-CLT,MINNEAPOLISMN-MSP,10/1/23,9/30/24
6038,2024,CLT,MUC,CHARLOTTE,NC,USA,MUNICH,,GERMANY,AA,N,146,322,0,6000,0,CHARLOTTE,MUNICH,CHARLOTTENC-CLT,MUNICH-MUC,10/1/23,9/30/24
6039,2024,CLT,MYR,CHARLOTTE,NC,USA,MYRTLE BEACH,SC,USA,AA,N,17,519,320,0,0,CHARLOTTE,MYRTLE BEACH,CHARLOTTENC-CLT,MYRTLE BEACHSC-MYR,10/1/23,9/30/24
6040,2024,CLT,OAJ,CHARLOTTE,NC,USA,JACKSONVILLE,NC,USA,AA,N,919,848,289,0,0,CHARLOTTE,JACKSONVILLE,CHARLOTTENC-CLT,JACKSONVILLENC-OAJ,10/1/23,9/30/24
6042,2024,CLT,OKA,CHARLOTTE,NC,USA,OKINAWA,,JAPAN,AA,C,225,879,439,0,0,CHARLOTTE,OKINAWA,CHARLOTTENC-CLT,OKINAWA-OKA,10/1/23,9/30/24
6043,2024,CLT,ONT,CHARLOTTE,NC,USA,ONTARIO,CA,USA,AA,N,257,392,195,0,0,CHARLOTTE,ONTARIO,CHARLOTTENC-CLT,ONTARIOCA-ONT,10/1/23,9/30/24
6044,2024,CLT,ORD,CHARLOTTE,NC,USA,CHICAGO,IL,USA,AA,N,1214,94,0,0,0,CHARLOTTE,CHICAGO,CHARLOTTENC-CLT,CHICAGOIL-ORD,10/1/23,9/30/24
6046,2024,CLT,PAR,CHARLOTTE,NC,USA,PARIS,,FRANCE,AA,N,22,380,0,6000,0,CHARLOTTE,PARIS,CHARLOTTENC-CLT,PARIS-PAR,10/1/23,9/30/24
6047,2024,CLT,PGV,CHARLOTTE,NC,USA,GREENVILLE,NC,USA,AA,N,60,346,0,0,0,CHARLOTTE,GREENVILLE,CHARLOTTENC-CLT,GREENVILLENC-PGV,10/1/23,9/30/24
6048,2024,CLT,PHF,CHARLOTTE,NC,USA,NEWPORT NEWS,VA,USA,AA,N,1178,322,110,0,0,CHARLOTTE,NEWPORT NEWS,CHARLOTTENC-CLT,NEWPORT NEWSVA-PHF,10/1/23,9/30/24
6049,2024,CLT,PSP,CHARLOTTE,NC,USA,PALM SPRINGS,CA,USA,AA,C,81,406,124,0,0,CHARLOTTE,PALM SPRINGS,CHARLOTTENC-CLT,PALM SPRINGSCA-PSP,10/1/23,9/30/24
6050,2024,CLT,RAP,CHARLOTTE,NC,USA,RAPID CITY,SD,USA,AA,N,130,299,108,0,0,CHARLOTTE,RAPID CITY,CHARLOTTENC-CLT,RAPID CITYSD-RAP,10/1/23,9/30/24
6051,2024,CLT,RDU,CHARLOTTE,NC,USA,DURHAM,NC,USA,AA,N,100,645,361,0,0,CHARLOTTE,DURHAM,CHARLOTTENC-CLT,DURHAMNC-RDU,10/1/23,9/30/24
6052,2024,CLT,RNO,CHARLOTTE,NC,USA,RENO,NV,USA,AA,C,299,400,250,0,0,CHARLOTTE,RENO,CHARLOTTENC-CLT,RENONV-RNO,10/1/23,9/30/24
6053,2024,CLT,ROA,CHARLOTTE,NC,USA,ROANOKE,VA,USA,AA,N,38,508,257,0,0,CHARLOTTE,ROANOKE,CHARLOTTENC-CLT,ROANOKEVA-ROA,10/1/23,9/30/24
6054,2024,CLT,ROM,CHARLOTTE,NC,USA,ROME,,ITALY,AA,N,22,390,0,6000,0,CHARLOTTE,ROME,CHARLOTTENC-CLT,ROME-ROM,10/1/23,9/30/24
6055,2024,CLT,SAV,CHARLOTTE,NC,USA,SAVANNAH,GA,USA,AA,N,371,270,152,0,0,CHARLOTTE,SAVANNAH,CHARLOTTENC-CLT,SAVANNAHGA-SAV,10/1/23,9/30/24
6056,2024,CLT,SBY,CHARLOTTE,NC,USA,SALISBURY OCEAN CITY,MD,USA,AA,N,59,558,342,0,0,CHARLOTTE,SALISBURY OCEAN CITY,CHARLOTTENC-CLT,SALISBURY OCEAN CITYMD-SBY,10/1/23,9/30/24
6057,2024,CLT,SEL,CHARLOTTE,NC,USA,SEOUL,,SOUTH KOREA,DL,C,187,700,300,0,0,CHARLOTTE,SEOUL,CHARLOTTENC-CLT,SEOUL-SEL,10/1/23,9/30/24
6058,2024,CLT,SJC,CHARLOTTE,NC,USA,SAN JOSE,CA,USA,WN,C,77,361,119,0,0,CHARLOTTE,SAN JOSE,CHARLOTTENC-CLT,SAN JOSECA-SJC,10/1/23,9/30/24
6059,2024,CLT,SJT,CHARLOTTE,NC,USA,SAN ANGELO,TX,USA,AA,C,53,521,298,0,0,CHARLOTTE,SAN ANGELO,CHARLOTTENC-CLT,SAN ANGELOTX-SJT,10/1/23,9/30/24
6060,2024,CLT,SLC,CHARLOTTE,NC,USA,SALT LAKE CITY,UT,USA,DL,N,345,339,170,0,0,CHARLOTTE,SALT LAKE CITY,CHARLOTTENC-CLT,SALT LAKE CITYUT-SLC,10/1/23,9/30/24
6061,2024,CLT,SNA,CHARLOTTE,NC,USA,SANTA ANA,CA,USA,AA,N,83,391,109,0,0,CHARLOTTE,SANTA ANA,CHARLOTTENC-CLT,SANTA ANACA-SNA,10/1/23,9/30/24
6062,2024,CLT,SPS,CHARLOTTE,NC,USA,WICHITA FALLS,TX,USA,AA,C,69,512,258,0,0,CHARLOTTE,WICHITA FALLS,CHARLOTTENC-CLT,WICHITA FALLSTX-SPS,10/1/23,9/30/24
6063,2024,CLT,STL,CHARLOTTE,NC,USA,ST LOUIS,MO,USA,AA,N,989,253,72,0,0,CHARLOTTE,ST LOUIS,CHARLOTTENC-CLT,ST LOUISMO-STL,10/1/23,9/30/24
6064,2024,CLT,STR,CHARLOTTE,NC,USA,STUTTGART,,GERMANY,UA,C,72,617,0,3000,0,CHARLOTTE,STUTTGART,CHARLOTTENC-CLT,STUTTGART-STR,10/1/23,9/30/24
6065,2024,CLT,STX,CHARLOTTE,NC,USA,SAINT CROIX ISLAND,VI,USA,AA,C,70,424,0,0,0,CHARLOTTE,SAINT CROIX ISLAND,CHARLOTTENC-CLT,SAINT CROIX ISLANDVI-STX,10/1/23,9/30/24
6067,2024,CLT,TRI,CHARLOTTE,NC,USA,BRISTOL,VA,USA,AA,N,89,437,270,0,0,CHARLOTTE,BRISTOL,CHARLOTTENC-CLT,BRISTOLVA-TRI,10/1/23,9/30/24
6068,2024,CLT,TUS,CHARLOTTE,NC,USA,TUCSON,AZ,USA,AA,C,198,343,135,0,0,CHARLOTTE,TUCSON,CHARLOTTENC-CLT,TUCSONAZ-TUS,10/1/23,9/30/24
6069,2024,CLT,TVC,CHARLOTTE,NC,USA,TRAVERSE CITY,MI,USA,AA,C,40,277,92,0,0,CHARLOTTE,TRAVERSE CITY,CHARLOTTENC-CLT,TRAVERSE CITYMI-TVC,10/1/23,9/30/24
6070,2024,CLT,TYO,CHARLOTTE,NC,USA,TOKYO,,JAPAN,DL,C,138,700,300,0,0,CHARLOTTE,TOKYO,CHARLOTTENC-CLT,TOKYO-TYO,10/1/23,9/30/24
6072,2024,CLT,VCE,CHARLOTTE,NC,USA,VENICE,,ITALY,AA,C,20,400,0,6000,0,CHARLOTTE,VENICE,CHARLOTTENC-CLT,VENICE-VCE,10/1/23,9/30/24
6073,2024,CLT,XRY,CHARLOTTE,NC,USA,JEREZ,,SPAIN,AA,C,23,1299,0,6000,0,CHARLOTTE,JEREZ,CHARLOTTENC-CLT,JEREZ-XRY,10/1/23,9/30/24
6074,2024,CLT,YUM,CHARLOTTE,NC,USA,YUMA,AZ,USA,AA,C,238,494,302,0,0,CHARLOTTE,YUMA,CHARLOTTENC-CLT,YUMAAZ-YUM,10/1/23,9/30/24
15565,2024,CLT,DHN,CHARLOTTE,NC,USA,DOTHAN,AL,USA,DL,C,27,483,241,0,0,CHARLOTTE,DOTHAN,CHARLOTTENC-CLT,DOTHANAL-DHN,10/1/23,9/30/24
15566,2024,CLT,DOH,CHARLOTTE,NC,USA,DOHA,,QATAR,AA,C,221,1894,885,0,0,CHARLOTTE,DOHA,CHARLOTTENC-CLT,DOHA-DOH,10/1/23,9/30/24
15568,2024,CLT,ERI,CHARLOTTE,NC,USA,ERIE,PA,USA,AA,N,32,414,249,0,0,CHARLOTTE,ERIE,CHARLOTTENC-CLT,ERIEPA-ERI,10/1/23,9/30/24
15571,2024,CLT,MTJ,CHARLOTTE,NC,USA,MONTROSE,CO,USA,AA,C,5,390,135,0,0,CHARLOTTE,MONTROSE,CHARLOTTENC-CLT,MONTROSECO-MTJ,10/1/23,9/30/24
15573,2024,CLT,TRD,CHARLOTTE,NC,USA,TRONDHEIM,,NORWAY,DL,C,5,1104,773,3381,0,CHARLOTTE,TRONDHEIM,CHARLOTTENC-CLT,TRONDHEIM-TRD,10/1/23,9/30/24
15574,2024,CLT,YVR,CHARLOTTE,NC,USA,VANCOUVER BC,,CANADA,B6,C,5,366,226,0,0,CHARLOTTE,VANCOUVER BC,CHARLOTTENC-CLT,VANCOUVER BC-YVR,10/1/23,9/30/24
433,2024,CMB,WAS,COLOMBO,,SRI LANKA,WASHINGTON,DC,USA,AA,C,219,800,700,1700,0,COLOMBO,WASHINGTON,COLOMBO-CMB,WASHINGTONDC-WAS,10/1/23,9/30/24
434,2024,CMH,DAL,COLUMBUS,OH,USA,DALLAS,TX,USA,WN,N,61,381,101,0,0,COLUMBUS,DALLAS,COLUMBUSOH-CMH,DALLASTX-DAL,10/1/23,9/30/24
435,2024,CMH,DCA,COLUMBUS,OH,USA,WASHINGTON,DC,USA,AA,N,4172,150,0,0,0,COLUMBUS,WASHINGTON,COLUMBUSOH-CMH,WASHINGTONDC-DCA,10/1/23,9/30/24
436,2024,CMH,DFW,COLUMBUS,OH,USA,DALLAS,TX,USA,AA,N,572,391,295,0,0,COLUMBUS,DALLAS,COLUMBUSOH-CMH,DALLASTX-DFW,10/1/23,9/30/24
437,2024,CMH,FLL,COLUMBUS,OH,USA,FORT LAUDERDALE,FL,USA,WN,N,76,334,101,0,0,COLUMBUS,FORT LAUDERDALE,COLUMBUSOH-CMH,FORT LAUDERDALEFL-FLL,10/1/23,9/30/24
438,2024,CMH,IAH,COLUMBUS,OH,USA,HOUSTON,TX,USA,UA,N,139,282,0,0,0,COLUMBUS,HOUSTON,COLUMBUSOH-CMH,HOUSTONTX-IAH,10/1/23,9/30/24
439,2024,CMH,LAS,COLUMBUS,OH,USA,LAS VEGAS,NV,USA,WN,N,294,591,177,0,0,COLUMBUS,LAS VEGAS,COLUMBUSOH-CMH,LAS VEGASNV-LAS,10/1/23,9/30/24
440,2024,CMH,MCO,COLUMBUS,OH,USA,ORLANDO,FL,USA,WN,N,327,488,99,0,0,COLUMBUS,ORLANDO,COLUMBUSOH-CMH,ORLANDOFL-MCO,10/1/23,9/30/24
441,2024,CMH,MSP,COLUMBUS,OH,USA,MINNEAPOLIS,MN,USA,DL,N,474,476,238,0,0,COLUMBUS,MINNEAPOLIS,COLUMBUSOH-CMH,MINNEAPOLISMN-MSP,10/1/23,9/30/24
442,2024,CMH,PHL,COLUMBUS,OH,USA,PHILADELPHIA,PA,USA,AA,N,669,410,0,0,0,COLUMBUS,PHILADELPHIA,COLUMBUSOH-CMH,PHILADELPHIAPA-PHL,10/1/23,9/30/24
443,2024,CMH,SEA,COLUMBUS,OH,USA,SEATTLE,WA,USA,AS,N,408,292,189,0,0,COLUMBUS,SEATTLE,COLUMBUSOH-CMH,SEATTLEWA-SEA,10/1/23,9/30/24
444,2024,CMH,SFO,COLUMBUS,OH,USA,SAN FRANCISCO,CA,USA,UA,N,118,235,0,0,0,COLUMBUS,SAN FRANCISCO,COLUMBUSOH-CMH,SAN FRANCISCOCA-SFO,10/1/23,9/30/24
445,2024,CMH,STL,COLUMBUS,OH,USA,ST LOUIS,MO,USA,WN,N,754,351,154,0,0,COLUMBUS,ST LOUIS,COLUMBUSOH-CMH,ST LOUISMO-STL,10/1/23,9/30/24
446,2024,CMH,TPA,COLUMBUS,OH,USA,TAMPA,FL,USA,WN,N,224,400,227,0,0,COLUMBUS,TAMPA,COLUMBUSOH-CMH,TAMPAFL-TPA,10/1/23,9/30/24
6076,2024,CMH,COS,COLUMBUS,OH,USA,COLORADO SPRINGS,CO,USA,AA,C,224,218,86,0,0,COLUMBUS,COLORADO SPRINGS,COLUMBUSOH-CMH,COLORADO SPRINGSCO-COS,10/1/23,9/30/24
6077,2024,CMH,CRP,COLUMBUS,OH,USA,CORPUS CHRISTI,TX,USA,UA,C,58,244,0,0,0,COLUMBUS,CORPUS CHRISTI,COLUMBUSOH-CMH,CORPUS CHRISTITX-CRP,10/1/23,9/30/24
6078,2024,CMH,CSG,COLUMBUS,OH,USA,COLUMBUS,GA,USA,DL,C,176,397,199,0,0,COLUMBUS,COLUMBUS,COLUMBUSOH-CMH,COLUMBUSGA-CSG,10/1/23,9/30/24
6079,2024,CMH,DEN,COLUMBUS,OH,USA,DENVER,CO,USA,WN,N,668,246,74,0,0,COLUMBUS,DENVER,COLUMBUSOH-CMH,DENVERCO-DEN,10/1/23,9/30/24
6080,2024,CMH,DHN,COLUMBUS,OH,USA,DOTHAN,AL,USA,DL,C,40,572,286,0,0,COLUMBUS,DOTHAN,COLUMBUSOH-CMH,DOTHANAL-DHN,10/1/23,9/30/24
6081,2024,CMH,DSM,COLUMBUS,OH,USA,DES MOINES,IA,USA,AA,C,124,202,60,0,0,COLUMBUS,DES MOINES,COLUMBUSOH-CMH,DES MOINESIA-DSM,10/1/23,9/30/24
6082,2024,CMH,DTW,COLUMBUS,OH,USA,DETROIT,MI,USA,DL,N,99,343,172,0,0,COLUMBUS,DETROIT,COLUMBUSOH-CMH,DETROITMI-DTW,10/1/23,9/30/24
6083,2024,CMH,ECP,COLUMBUS,OH,USA,PANAMA CITY,FL,USA,AA,C,37,229,64,0,0,COLUMBUS,PANAMA CITY,COLUMBUSOH-CMH,PANAMA CITYFL-ECP,10/1/23,9/30/24
6084,2024,CMH,ELP,COLUMBUS,OH,USA,EL PASO,TX,USA,WN,C,523,308,102,0,0,COLUMBUS,EL PASO,COLUMBUSOH-CMH,EL PASOTX-ELP,10/1/23,9/30/24
6085,2024,CMH,EWR,COLUMBUS,OH,USA,NEW YORK,NY,USA,UA,N,285,447,0,0,0,COLUMBUS,NEW YORK,COLUMBUSOH-CMH,NEW YORKNY-EWR,10/1/23,9/30/24
6086,2024,CMH,FAI,COLUMBUS,OH,USA,FAIRBANKS,AK,USA,AS,C,83,267,0,0,0,COLUMBUS,FAIRBANKS,COLUMBUSOH-CMH,FAIRBANKSAK-FAI,10/1/23,9/30/24
6087,2024,CMH,FAY,COLUMBUS,OH,USA,FAYETTEVILLE,NC,USA,AA,C,119,640,187,0,0,COLUMBUS,FAYETTEVILLE,COLUMBUSOH-CMH,FAYETTEVILLENC-FAY,10/1/23,9/30/24
6088,2024,CMH,FRA,COLUMBUS,OH,USA,FRANKFURT,,GERMANY,AA,C,123,372,0,6000,0,COLUMBUS,FRANKFURT,COLUMBUSOH-CMH,FRANKFURT-FRA,10/1/23,9/30/24
6089,2024,CMH,GEG,COLUMBUS,OH,USA,SPOKANE,WA,USA,AS,C,110,184,124,0,0,COLUMBUS,SPOKANE,COLUMBUSOH-CMH,SPOKANEWA-GEG,10/1/23,9/30/24
6090,2024,CMH,GPT,COLUMBUS,OH,USA,GULFPORT,MS,USA,AA,C,142,235,80,0,0,COLUMBUS,GULFPORT,COLUMBUSOH-CMH,GULFPORTMS-GPT,10/1/23,9/30/24
